feature,importance
f44,26.679000854492188
f45,12.990571022033691
f5,6.133391380310059
f10,5.823162078857422
f3,5.635769367218018
f41,4.478228569030762
f36,4.260866641998291
f34,3.820575714111328
f18,3.732440710067749
f11,3.6823346614837646
f46,3.672389268875122
f0,3.4573702812194824
f13,3.3645846843719482
f16,3.360163688659668
f43,3.1768267154693604
f2,3.0549957752227783
f38,2.7966203689575195
f26,2.723503589630127
f6,2.496762752532959
f19,2.3163328170776367
